day,date,daily_temp,liquid_temp,deposit_rate,scale,cycle,pump_current,cleaned,current_diff
22,2024-01-23,5.4521938684716025,24.06767652192894,0.14187536079774443,0.8920236846989749,2,21.163343135888518,False,0.3290045414658387
23,2024-01-24,2.706939240400684,24.124883112821994,0.14538539429600372,1.0374090789949786,2,21.82642182880832,False,0.6630786929198038
24,2024-01-25,2.1717806919947575,24.139514284047085,0.14230641869958432,1.179715497694563,2,22.13111591915096,False,0.3046940903426396
25,2024-01-26,2.3401547998082464,24.162879337742318,0.1425819699031519,1.3222974675977148,2,22.79596432837066,False,0.6648484092196973
26,2024-01-27,4.128568532168445,24.297875980847103,0.14328775993067813,1.465585227528393,2,22.779958732639983,False,-0.01600559573067528
27,2024-01-28,3.8179034592352745,24.393616063105497,0.1347515515667377,1.6003367790951306,2,23.50060376295269,False,0.7206450303127063
28,2024-01-29,3.939075797605302,24.483468641079337,0.13323917784555117,1.733575956940682,2,24.03312007207156,False,0.532516309118872
29,2024-01-30,4.005370018051394,24.56474690779988,0.12975541317775968,1.8633313701184415,2,24.327424208444384,False,0.2943041363728227
30,2024-01-31,7.460653920668196,24.856539387299996,0.12357118764999446,1.986902557768436,2,25.00168773939816,False,0.6742635309537768
31,2024-02-01,2.401662696814762,24.781426362480946,0.1286391578054512,2.115541715573887,2,25.43028354577228,False,0.4285958063741191
32,2024-02-02,2.230633582253941,24.706049040985707,0.1311005787775836,0.0,3,18.23889450196625,True,-7.19138904380603
33,2024-02-03,1.6716801564179073,24.605507188043187,0.12807722304626779,0.12807722304626779,3,18.66392577539829,False,0.4250312734320403
34,2024-02-04,4.578758222555585,24.706212046915592,0.1312009176881927,0.2592781407344605,3,18.99160594068655,False,0.3276801652882604
35,2024-02-05,5.655770822178453,24.86176702163912,0.12304398126918101,0.38232212200364146,3,19.39017014998463,False,0.3985642092980797
36,2024-02-06,3.2243961552404667,24.838797199956133,0.12648446396441418,0.5088065859680556,3,19.864467513402772,False,0.47429736341814177
37,2024-02-07,1.8298647858144728,24.72946033619333,0.12769920975315532,0.6365057957212109,3,20.219144808379475,False,0.3546772949767032
38,2024-02-08,1.9225066598527523,24.64169857344196,0.13299898964964782,0.7695047853708588,3,20.485984027047135,False,0.26683921866765914
39,2024-02-09,4.937332538736499,24.760284440440454,0.12825766167435249,0.8977624470452112,3,21.175336130137197,False,0.6893521030900622
40,2024-02-10,5.190700532252719,24.878217411736635,0.123778533585792,1.0215409806310032,3,21.472327743516928,False,0.29699161337973123
41,2024-02-11,4.861893144852611,24.958165197943355,0.12396185118687428,1.1455028318178775,3,21.821819768264454,False,0.3494920247475264
42,2024-02-12,2.519283648584519,24.876095547074737,0.12927198345139618,1.2747748152692737,3,22.656231411399755,False,0.8344116431353008
43,2024-02-13,4.392648060047588,24.926180701352834,0.12691592710267846,1.4016907423719522,3,22.768537527008615,False,0.11230611560885961
44,2024-02-14,10.660017605142574,25.372013161490166,0.11404186171146333,1.5157326040834156,3,22.923643253973978,False,0.1551057269653633
45,2024-02-15,10.948582991452554,25.77270590215638,0.10861887278172955,1.624351476865145,3,23.57186183929379,False,0.6482185853198104
46,2024-02-16,2.950484431063515,25.601993343845265,0.10976973654517448,1.7341212134103194,3,24.189718603015603,False,0.6178567637218144
47,2024-02-17,1.745815024068024,25.378225260557457,0.11287065645982874,1.8469918698701482,3,24.60298645179868,False,0.41326784878307876
48,2024-02-18,2.7506267524838783,25.251019085994642,0.12221405665172426,1.9692059265218724,3,24.925510217437495,False,0.32252376563881313
49,2024-02-19,1.6252842073168674,25.069641772751492,0.12223116757947108,2.0914370941013436,3,25.247054167805057,False,0.32154395036756256
50,2024-02-20,5.1431661252206355,25.140325056122606,0.11952431679700978,0.0,4,17.80437586652274,True,-7.442678301282317
51,2024-02-21,5.9310442610091485,25.25156003631282,0.11701521529546478,0.11701521529546478,4,18.44359235679649,False,0.6392164902737498
52,2024-02-22,1.860758107072955,25.08524305229425,0.12248496366750075,0.23950017896296555,4,19.034080717902704,False,0.5904883611062139
53,2024-02-23,4.245359119028002,25.095981416761155,0.1206083198397541,0.36010849880271967,4,19.284331797549523,False,0.25025107964681936
54,2024-02-24,4.056585429351571,25.093050277682163,0.11976137127736339,0.4798698700800831,4,19.843557548796507,False,0.5592257512469843
55,2024-02-25,3.835168234422666,25.07630391022617,0.11914171422744922,0.5990115843075323,4,20.169601172852612,False,0.3260436240561049
56,2024-02-26,4.68116237544802,25.116335218615518,0.11889875870504654,0.7179103430125788,4,20.340201469006328,False,0.1706002961537152
57,2024-02-27,8.342747080474936,25.386035356843834,0.11363779534706567,0.8315481383596445,4,20.714437187516943,False,0.3742357185106151
58,2024-02-28,3.7454784611877447,25.321668206942498,0.1187600975514897,0.9503082359111341,4,21.19838467747781,False,0.4839474899608689
59,2024-02-29,7.540795465058207,25.510481028704454,0.11107233909759541,1.0613805750087295,4,21.740628649219172,False,0.5422439717413603
60,2024-03-01,2.3683814427784204,25.339808260211,0.11902208113138989,1.1804026561401193,4,21.973080341758532,False,0.23245169253936027
61,2024-03-02,5.196978836099154,25.375355719644375,0.11667259034162741,1.2970752464817468,4,22.39212128980964,False,0.4190409480511086
62,2024-03-03,6.32758931575519,25.47850707285087,0.11166662629959859,1.4087418727813454,4,22.980419444604422,False,0.5882981547947814
63,2024-03-04,7.312528414681278,25.630240031958827,0.11176438420735994,1.5205062569887053,4,23.27547500607159,False,0.29505556146716927
64,2024-03-05,7.703162862362922,25.78540906854518,0.10573614215005324,1.6262423991387587,4,23.63103624112621,False,0.3555612350546191
65,2024-03-06,8.01061383788432,25.93817580547415,0.10167184907955738,1.727914248218316,4,23.98877867517706,False,0.3577424340508486
66,2024-03-07,5.872220165473241,25.931650558186835,0.10267290748067547,1.8305871556989914,4,24.415131016337934,False,0.42635234116087517
67,2024-03-08,5.7932157557552015,25.92097863417298,0.1092952926252726,1.939882448324264,4,24.76218729175353,False,0.34705627541559636
68,2024-03-09,8.584574293954041,26.09127574818817,0.10639322222067857,2.0462756705449427,4,25.253574083503704,False,0.4913867917501733
69,2024-03-10,6.639126574665332,26.112180206818348,0.09794473547239115,2.1442204060173338,4,25.333005976767474,False,0.07943189326377009
70,2024-03-11,4.625839402779604,26.000672710308702,0.10053812323532124,0.0,5,17.817702831493953,True,-7.515303145273521
71,2024-03-12,5.0684325073747125,25.933547270024405,0.10554483029760442,0.10554483029760442,5,18.55977763066259,False,0.7420747991686376
72,2024-03-13,5.656168552173822,25.913794209803523,0.1050175750032259,0.2105624053008303,5,18.591885591007863,False,0.032107960345271636
73,2024-03-14,8.651684672882837,26.08943190880263,0.09945445838264738,0.3100168636834777,5,18.81659808598456,False,0.22471249497669632
74,2024-03-15,8.106680499270135,26.204942525355335,0.0959154159529357,0.40593227963641343,5,19.130207173945514,False,0.31360908796095543
75,2024-03-16,9.369392624595115,26.385125976171402,0.09346392839062916,0.4993962080270426,5,19.87479553132923,False,0.7445883573837158
76,2024-03-17,7.302587195025487,26.406702870684267,0.09511023287833927,0.5945064409053818,5,20.166010996552668,False,0.2912154652234378
77,2024-03-18,8.644870142268893,26.51148696973237,0.09603934564681545,0.6905457865521973,5,20.378736295306943,False,0.21272529875427537
78,2024-03-19,9.751646940062898,26.672451848774646,0.09475371183669923,0.7852994983888966,5,20.99068646367137,False,0.6119501683644266
79,2024-03-20,8.056374416851057,26.70143994003298,0.0903515527195258,0.8756510511084223,5,20.818556992729093,False,-0.17212947094227715
80,2024-03-21,9.765093529573738,26.836133104072296,0.0850228541265384,0.9606739052349608,5,21.578587517549625,False,0.7600305248205323
81,2024-03-22,7.7059886509805295,26.819213359625003,0.08469931422232196,1.0453732194572827,5,21.794782007905226,False,0.21619449035560123
82,2024-03-23,8.483799405735235,26.854712841475838,0.09056548288842829,1.135938702345711,5,21.73249569458366,False,-0.06228631332156809
83,2024-03-24,8.628213606107316,26.894424738800474,0.08644629377184669,1.2223849961175577,5,22.340170012581677,False,0.6076743179980184
84,2024-03-25,7.183454261634269,26.835586121505468,0.08704745710348413,1.3094324532210417,5,22.38541731462234,False,0.045247302040664295
85,2024-03-26,10.734130178098395,27.01341075845387,0.08103343370895343,1.390465886929995,5,22.626675406680018,False,0.24125809205767723
86,2024-03-27,9.007984870041476,27.05486539174884,0.08044182017865147,1.4709077071086465,5,23.060342143670884,False,0.43366673699086533
87,2024-03-28,10.159879497135407,27.16444830345771,0.07775930435123314,1.5486670114598797,5,23.66807546942022,False,0.6077333257493365
88,2024-03-29,11.285927923442364,27.330765340899333,0.07403681084790184,1.6227038223077817,5,23.94687964287148,False,0.27880417345125963
89,2024-03-30,11.408425774574258,27.48119766342206,0.07276354626768737,1.695467368575469,5,23.831699816625672,False,-0.11517982624580725
90,2024-03-31,12.038391351948066,27.65063744127271,0.06825510017830883,1.763722468753778,5,24.404850675809932,False,0.5731508591842598
91,2024-04-01,10.704179800966886,27.710100794010195,0.0699642053189605,1.8336866740727384,5,24.366252865649262,False,-0.03859781016067032
92,2024-04-02,10.24929835936793,27.73182700368239,0.058922739551950834,1.8926094136246894,5,24.81682583139886,False,0.45057296574959693
93,2024-04-03,11.132359645687833,27.80721769466484,0.052872529077181325,1.9454819427018708,5,24.97772263219061,False,0.1608968007917504
94,2024-04-04,8.11412710448376,27.677809052143818,0.065826040584536,2.011307983286407,5,25.083037501104187,False,0.10531486891357744
95,2024-04-05,8.7926113779842,27.610504204707972,0.057673761597370685,2.0689817448837777,5,25.367198002342025,False,0.28416050123783876
96,2024-04-06,9.240459210453597,27.58160455327885,0.0630922936818767,2.1320740385656545,5,25.899960989435407,False,0.5327629870933812
97,2024-04-07,9.270662924181632,27.55877509079355,0.05818210561785087,2.1902561441835053,5,25.778712806694102,False,-0.12124818274130433
98,2024-04-08,12.265513471883237,27.73173308672982,0.05667997336775178,0.0,6,17.836826001997654,True,-7.941886804696448
99,2024-04-09,9.85661938225912,27.72512532034222,0.054716153091755426,0.054716153091755426,6,18.124719549568987,False,0.2878935475713327
100,2024-04-10,11.113609152807085,27.80026800583093,0.05366779692906726,0.10838395002082268,6,18.214828202362398,False,0.09010865279341118
101,2024-04-11,15.492078710514992,28.14614906495962,0.04918647500873832,0.157570425029561,6,18.333184465769847,False,0.11835626340744909
102,2024-04-12,12.38475943663953,28.24286230517793,0.04585548605330065,0.20342591108286165,6,18.668298190537705,False,0.33511372476785795
103,2024-04-13,14.776547594329658,28.47951717835942,0.04280733191058372,0.24623324299344537,6,18.770850470698882,False,0.10255228016117712
104,2024-04-14,11.639013473338776,28.48066559045128,0.04204055585725713,0.2882737988507025,6,19.15674113750476,False,0.3858906668058779
105,2024-04-15,13.300548724294783,28.588462924091477,0.04156341625698313,0.3298372151076856,6,19.152973142740343,False,-0.0037679947644164713
106,2024-04-16,12.016936569806344,28.5983427144231,0.03849079806151593,0.36832801316920155,6,19.442880616068717,False,0.2899074733283733
107,2024-04-17,13.44479228942194,28.698601830968354,0.03616448503588472,0.40449249820508626,6,19.512347234485294,False,0.06946661841657686
108,2024-04-18,16.00961239370755,28.949419508996932,0.03181899885832516,0.43631149706341144,6,19.29914990587334,False,-0.21319732861195462
109,2024-04-19,11.08069178290921,28.847546908041533,0.033275280782384016,0.46958677784579544,6,19.671467863127347,False,0.3723179572540083
110,2024-04-20,15.610654117857047,29.051439400183554,0.03170492721921855,0.501291705065014,6,19.649134131088417,False,-0.02233373203893052
111,2024-04-21,15.423828745109624,29.21419419091438,0.03203326723960192,0.5333249723046158,6,19.708589671458192,False,0.059455540369775406
112,2024-04-22,13.966623641506517,29.260020826309173,0.025133539667320154,0.558458511971936,6,19.89971132194428,False,0.19112165048608887
113,2024-04-23,12.469327949385988,29.20304607643982,0.03289385317272865,0.5913523651446646,6,20.127093658152788,False,0.22738233620850679
114,2024-04-24,15.712115675296921,29.36267550178893,0.027718260006159217,0.6190706251508238,6,20.10801628402803,False,-0.01907737412475896
115,2024-04-25,14.71511597526419,29.435407885657497,0.025738817927134724,0.6448094430779585,6,20.337523619732643,False,0.22950733570461423
116,2024-04-26,16.445469166674478,29.608986919849787,0.020392528251920027,0.6652019713298786,6,20.03705915011726,False,-0.30046446961538464
117,2024-04-27,16.229545955841342,29.74388817131819,0.016991684227804393,0.682193655557683,6,20.231905965584144,False,0.1948468154668852
118,2024-04-28,19.594772977787834,30.07585383827338,0.015001540545192617,0.6971951961028756,6,20.359372509473832,False,0.12746654388968892
119,2024-04-29,16.1174652234643,30.136854625742746,0.020849642072395633,0.7180448381752712,6,20.53232963256569,False,0.17295712309185873
120,2024-04-30,14.753669794892103,30.101468451736846,0.011165508752759568,0.7292103469280308,6,20.53066379050856,False,-0.001665842057132494
121,2024-05-01,17.363170775938062,30.238891079941887,0.01867318677001864,0.7478835336980494,6,20.468535252805733,False,-0.06212853770282578
122,2024-05-02,17.64797358783569,30.374990656311056,0.01073106380688362,0.758614597504933,6,20.80943645577678,False,0.34090120297104676
123,2024-05-03,20.129061812048494,30.65114596475545,0.011229815865226988,0.76984441337016,6,20.75336105921899,False,-0.056075396557790924
124,2024-05-04,19.28290125658754,30.833454479142443,0.010851847559030254,0.7806962609291902,6,20.57279538486518,False,-0.180565674353808
125,2024-05-05,18.52763879314394,30.94116633310992,0.0152353601330068,0.795931621062197,6,20.594130424233978,False,0.02133503936879677
126,2024-05-06,20.940886549056955,31.18862813510502,0.010180820171819571,0.8061124412340165,6,20.73944233575914,False,0.14531191152516243
127,2024-05-07,15.836245553300389,31.07258275851647,0.009389436613091984,0.8155018778471085,6,20.95579837155997,False,0.2163560358008283
128,2024-05-08,17.132807181872547,31.056465683277352,0.009335929328313224,0.8248378071754217,6,20.828941187713323,False,-0.12685718384664568
129,2024-05-09,16.756685808816957,31.018471816233106,0.012154751207789352,0.836992558383211,6,21.008866410858058,False,0.17992522314473547
130,2024-05-10,18.026675856757738,31.067547861848517,0.010370107625973238,0.8473626660091842,6,21.00504223704276,False,-0.0038241738152997584
131,2024-05-11,16.24825305190562,30.99528586349266,0.011664830793461017,0.8590274968026452,6,21.115771730009946,False,0.11072949296718804
132,2024-05-12,20.46607135664355,31.20449247020651,0.011745015849952068,0.8707725126525973,6,20.73642231036446,False,-0.37934941964548585
133,2024-05-13,18.944224887769682,31.28597943153363,0.012582788354671222,0.8833553010072684,6,20.902222653773013,False,0.1658003434085522
134,2024-05-14,16.63865805419459,31.20761038765562,0.015507274511524996,0.8988625755187934,6,20.85726977680822,False,-0.044952876964792665
135,2024-05-15,17.73935560897559,31.211196049996104,0.01287212479963468,0.9117347003184282,6,21.311792890057227,False,0.4545231132490066
136,2024-05-16,20.586370988295243,31.397291892101354,0.012542309343887269,0.9242770096623154,6,21.543055053186208,False,0.2312621631289815
137,2024-05-17,21.822956390738565,31.636297389777212,0.014334664066309961,0.9386116737286254,6,21.156687063170526,False,-0.3863679900156818
138,2024-05-18,24.32599992063893,32.00206918613583,0.009756902667809271,0.9483685763964347,6,20.968192700165115,False,-0.188494363005411
139,2024-05-19,26.344517805439907,32.44534973275184,0.014606812289295258,0.96297538868573,6,21.056783609247862,False,0.0885909090827468
140,2024-05-20,21.52823173135659,32.51568609651736,0.010761669568597766,0.9737370582543278,6,21.232845417059806,False,0.17606180781194425
141,2024-05-21,18.90126775708498,32.40709815282749,0.014811709026111876,0.9885487672804396,6,21.43822092866649,False,0.20537551160668244
142,2024-05-22,16.795440095195627,32.178648137114706,0.009517469988250838,0.9980662372686905,6,21.428890475404735,False,-0.009330453261753746
143,2024-05-23,21.77234867055386,32.302777960633925,0.01002444201431981,1.0080906792830102,6,21.673276389292155,False,0.24438591388742026
144,2024-05-24,19.786588508751095,32.281518941820224,0.015250398807708648,1.0233410780907188,6,21.496353225397915,False,-0.1769231638942408
145,2024-05-25,20.755400979057256,32.32557772735673,0.010438608630805715,1.0337796867215245,6,21.855576751704806,False,0.35922352630689147
146,2024-05-26,20.53361509317941,32.34908473658159,0.012756015104728863,1.0465357018262533,6,21.5692654335763,False,-0.2863113181285044
147,2024-05-27,21.645917625787956,32.44073876444202,0.010785783553142447,1.0573214853793957,6,21.634939745686093,False,0.0656743121097918
148,2024-05-28,24.227097799938225,32.68523237094633,0.010800862523601584,1.0681223479029973,6,21.774486935852163,False,0.13954719016606987
149,2024-05-29,22.57476997067688,32.78857724464037,0.015254563009751088,1.0833769109127485,6,21.557508170701574,False,-0.21697876515058923
150,2024-05-30,22.10678716507266,32.847073956017844,0.011541410331633516,1.094918321244382,6,21.881427969809426,False,0.32391979910785196
151,2024-05-31,20.51393342859656,32.79481625413936,0.011146611991500003,1.106064933235882,6,21.819725674696862,False,-0.06170229511256409
152,2024-06-01,19.39481146934589,32.678080383720264,0.013582777363963284,1.1196477105998452,6,21.949617136378272,False,0.1298914616814102
153,2024-06-02,21.928203198229927,32.740881963075005,0.018568567940630915,1.1382162785404761,6,22.274018311410323,False,0.324401175032051
154,2024-06-03,22.947554389173735,32.86024160765403,0.012137789821445704,1.1503540683619218,6,21.980392498064965,False,-0.29362581334535776
155,2024-06-04,26.742892886655092,33.20653592070271,0.015737399325965438,1.1660914676878873,6,22.51332211479963,False,0.5329296167346662
156,2024-06-05,23.61706375010824,33.30241345882357,0.01229644458648484,1.1783879122743721,6,22.206490559674993,False,-0.30683155512463856
157,2024-06-06,25.46899916121963,33.50364719649861,0.009982190325464803,1.188370102599837,6,21.937747317165964,False,-0.2687432425090286
158,2024-06-07,22.649414597568025,33.49487424969961,0.00970843322282805,1.198078535822665,6,22.233606998003285,False,0.29585968083732084
159,2024-06-08,21.420041326528896,33.40832344216224,0.01000503699682109,1.208083572819486,6,22.01696766967973,False,-0.2166393283235557
160,2024-06-09,21.999013753991587,33.37135669175281,0.009628266206549272,1.2177118390260353,6,22.151096484708262,False,0.13412881502853224
161,2024-06-10,22.615467639800656,33.37930008406102,0.009805079683508803,1.227516918709544,6,22.307884254556217,False,0.15678776984795562
162,2024-06-11,28.45684529647224,33.76162584111123,0.01302567088880146,1.2405425895983455,6,22.554842001622614,False,0.2469577470663964
163,2024-06-12,22.68839240523475,33.718504518431864,0.011818925284625232,1.2523615148829708,6,22.3190359990797,False,-0.2358060025429154
164,2024-06-13,26.136639077438993,33.90321638506268,0.011642190602570966,1.2640037054855418,6,22.554681410708003,False,0.23564541162830466
165,2024-06-14,22.779498118462328,33.84572463766916,0.010531678471653434,1.2745353839571951,6,22.72998949330186,False,0.17530808259385822
166,2024-06-15,26.571349958247854,34.04020790103235,0.011217660492034083,1.285753044449229,6,22.541931686273163,False,-0.18805780702869868
167,2024-06-16,25.59808057222869,34.14434052338529,0.010177198724263668,1.2959302431734927,6,22.45403965458686,False,-0.08789203168630166
168,2024-06-17,24.631965250777867,34.171489643308824,0.0171318199319533,1.313062063105446,6,22.863898620099498,False,0.4098589655126368
169,2024-06-18,24.977831410342425,34.21699457064386,0.00933990340523907,1.322401966510685,6,22.351124594440677,False,-0.5127740256588211
170,2024-06-19,23.86091568385519,34.18419706879972,0.010219859594367336,1.3326218261050524,6,22.636526113094273,False,0.28540151865359675
171,2024-06-20,26.170756353776202,34.304574681713945,0.012005637042458541,1.344627463147511,6,22.470033644302294,False,-0.16649246879197932
172,2024-06-21,24.47372009167691,34.29866030450547,0.013120577403340376,1.3577480405508513,6,22.768143324229058,False,0.29810967992676396
173,2024-06-22,23.034473715798473,34.201067857020305,0.013969413871433332,1.3717174544222845,6,22.87557446043059,False,0.10743113620153366
174,2024-06-23,23.028701150831004,34.117046094285115,0.012546715973952703,1.3842641703962373,6,22.885936889678042,False,0.010362429247450677
175,2024-06-24,26.025506752660355,34.23767922920112,0.009274248247637314,1.3935384186438746,6,23.173287220895595,False,0.28735033121755293
176,2024-06-25,28.93110323523167,34.52786740443728,0.010328707235019888,1.4038671258788946,6,22.85295265830468,False,-0.3203345625909151
177,2024-06-26,26.182301505843647,34.59989144346476,0.009196094955237677,1.4130632208341323,6,22.976224292348444,False,0.12327163404376407
178,2024-06-27,25.71122044342896,34.631342551475946,0.01205366783074788,1.4251168886648802,6,22.782732879702444,False,-0.19349141264600078
179,2024-06-28,26.60308391582841,34.71563472442549,0.012592264977108882,1.437709153641989,6,23.06395026461418,False,0.28121738491173787
180,2024-06-29,28.723100809739844,34.924171958705124,0.01194917741023282,1.4496583310522217,6,23.142345309426737,False,0.07839504481255588
181,2024-06-30,26.626235560821872,34.96811967922866,0.009630119950717098,1.459288451002939,6,23.048708642232608,False,-0.09363666719412933
182,2024-07-01,25.438674239222895,34.92944592614604,0.011603191299687877,1.4708916423026268,6,23.270003527006722,False,0.22129488477411385
183,2024-07-02,28.54282752613017,35.095849706233544,0.011185238404348229,1.482076880706975,6,23.341781011536238,False,0.07177748452951604
184,2024-07-03,27.254126990420406,35.155636483298636,0.011058217297046397,1.4931350980040214,6,23.19518775971575,False,-0.14659325182048732
185,2024-07-04,29.531113042255043,35.35325996697237,0.01609883198476217,1.5092339299887836,6,23.375029318011833,False,0.17984155829608284
186,2024-07-05,26.885661150360747,35.35258675992808,0.010578243971039597,1.5198121739598232,6,22.979960760082466,False,-0.3950685579293669
187,2024-07-06,24.12643204485392,35.17463071139325,0.011354466195399503,1.5311666401552226,6,23.3950433642495,False,0.4150826041670328
188,2024-07-07,23.891799510201544,35.007013435421456,0.013905102093052993,1.5450717422482756,6,23.609102923196197,False,0.2140595589466976
189,2024-07-08,29.97927591126164,35.25467925322807,0.01106569651845175,1.5561374387667273,6,23.556288124403167,False,-0.05281479879302964
190,2024-07-09,30.170593354892773,35.4792632184386,0.016125612888133134,1.5722630516548604,6,23.336205459912502,False,-0.22008266449066483
191,2024-07-10,26.406591497774382,35.42979221209001,0.01565106734715066,1.587914119002011,6,23.61094502036204,False,0.27473956044953596
192,2024-07-11,26.03813688301134,35.36370212427074,0.015298122887339706,1.6032122418893506,6,23.783490007690013,False,0.1725449873279743
193,2024-07-12,29.76278377918429,35.54649506375105,0.011316392284313838,1.6145286341736644,6,23.60865661588844,False,-0.17483339180157387
194,2024-07-13,24.65767908355742,35.37498942430102,0.01176014029845827,1.6262887744721226,6,23.707612711220516,False,0.09895609533207761
195,2024-07-14,25.110673800879827,35.25710567945743,0.01994601081030148,1.6462347852824242,6,23.614066938875453,False,-0.09354577234506323
196,2024-07-15,28.211612554612223,35.35540853233144,0.014931713588163309,1.6611664988705874,6,23.928824558713796,False,0.3147576198383426
197,2024-07-16,26.157046223254522,35.30758885635045,0.011481438627710498,1.6726479374982979,6,23.36066950869465,False,-0.568155050019147
198,2024-07-17,26.95377030566004,35.31781853937853,0.014594855032809415,1.6872427925311073,6,23.995098955975486,False,0.6344294472808372
199,2024-07-18,26.65134061661328,35.30714493053531,0.013163908877624614,1.7004067014087318,6,23.449398364681873,False,-0.5457005912936133
200,2024-07-19,27.664038478824626,35.36309812838328,0.018295509070093953,1.7187022104788259,6,23.90383629274348,False,0.45443792806160843
201,2024-07-20,29.810963504753566,35.54907462106268,0.015012781824819186,1.733714992303645,6,24.119532407709876,False,0.21569611496639496
202,2024-07-21,27.18072532319868,35.5393963031165,0.01365617656344275,1.7473711688670877,6,24.217512041194638,False,0.09797963348476202
203,2024-07-22,28.287433095948902,35.60224610169657,0.0112481164203417,1.7586192852874294,6,23.86199874315482,False,-0.355513298039817
204,2024-07-23,22.895655580064087,35.30950308874404,0.016750787541100463,1.7753700728285298,6,24.20221303368151,False,0.3402142905266885
205,2024-07-24,26.891452577366522,35.3154531703256,0.015195820197261591,1.7905658930257913,6,24.41172106603668,False,0.20950803235517057
206,2024-07-25,25.291765873076564,35.217716237834004,0.011302467436329747,1.801868360462121,6,24.189074408754504,False,-0.22264665728217636
207,2024-07-26,24.526387918252926,35.08473885574541,0.017591518350354413,1.8194598788124754,6,24.702767799116174,False,0.51369339036167
208,2024-07-27,25.1899517351162,35.01341591646782,0.016913359539819046,1.8363732383522944,6,24.30198760862939,False,-0.4007801904867847
209,2024-07-28,26.256712083832515,35.02085941950451,0.015430599774485305,1.8518038381267796,6,24.560820462290238,False,0.2588328536608486
210,2024-07-29,28.731932923503507,35.18636090465766,0.01200074937294533,1.8638045874997249,6,24.84324451785783,False,0.2824240555675921
211,2024-07-30,24.21898501216527,35.03810124048862,0.012388676598523623,1.8761932640982486,6,24.609765197652667,False,-0.23347932020516282
212,2024-07-31,26.90115817988872,35.08344694626881,0.013556728098116557,1.8897499921963652,6,24.336661570449362,False,-0.27310362720330517
213,2024-08-01,25.83617265861616,35.053851339141445,0.01127296182638533,1.9010229540227506,6,24.627216477779115,False,0.29055490732975287
214,2024-08-02,26.110283735615663,35.04610510226796,0.01740617118567049,1.9184291252084211,6,24.768522640039322,False,0.1413061622602072
215,2024-08-03,28.728777563935388,35.207797216768384,0.012367964558705221,1.9307970897671263,6,24.402839465077435,False,-0.3656831749618874
216,2024-08-04,27.753650920806994,35.28370374499621,0.01261647849652458,1.9434135682636509,6,24.677591397116235,False,0.2747519320388001
